permanent_id,authority_citation,requirement_name,approved_behavior,profile,platform,final_proof_layer,L1_code,L1_status,L1_obligation,L1_evidence_types,L2_code,L2_status,L2_obligation,L2_evidence_types,L3_code,L3_status,L3_obligation,L3_evidence_types,L4_code,L4_status,L4_obligation,L4_evidence_types,L5_code,L5_status,L5_obligation,L5_evidence_types,L6_code,L6_status,L6_obligation,L6_evidence_types,L7_code,L7_status,L7_obligation,L7_evidence_types
SPEC-TB-07,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-TB-07,Top bar — Settings,Open Settings at the last-used section and preserve exact Back state.,visible_local,web,L3,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved control states, focus, keyboard, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved basic local or manual function completes without claiming an external effect.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABILITY_REGRESSION,APPLICABLE,The proven local behavior remains correct across the durability changes that can affect it.,scoped_regression_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The proven behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The proven behavior remains correct when real adapters and external failures are present.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-TB-08,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-TB-08,Top bar — Profile,"Offer Profile, Account and plan, Keyboard shortcuts, and Sign out.",visible_local,web,L3,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved control states, focus, keyboard, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved basic local or manual function completes without claiming an external effect.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABILITY_REGRESSION,APPLICABLE,The proven local behavior remains correct across the durability changes that can affect it.,scoped_regression_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The proven behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The proven behavior remains correct when real adapters and external failures are present.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-TR-01,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-TR-01,Translator Engine — exact option set,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-TS-01,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-TS-01,Translate & Ask state — Checking state,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-TS-02,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-TS-02,Translate & Ask state — Preparing,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-TS-03,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-TS-03,Translate & Ask state — Review request,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-TS-04,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-TS-04,Translate & Ask state — Confirm cost,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-TS-05,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-TS-05,Translate & Ask state — Copy & Open,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-TS-06,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-TS-06,Translate & Ask state — Sending,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-TS-07,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-TS-07,Translate & Ask state — Waiting for response,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-TS-08,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-TS-08,Translate & Ask state — Import response,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-TS-09,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-TS-09,Translate & Ask state — Retry / cancel / error,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SRC-COST-01,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SRC-COST-01,Global modal — Cost confirmation — Cost confirmation,"Before a paid route, show route, estimate, maximum charge, balance/affordability, and free alternative; require explicit consent.",backend_money,web,L5,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money mutations remain disabled until the L5 money-safety gate,,AUTHORITATIVE_MONEY,APPLICABLE,"The approved authoritative money invariant is fail-closed, bounded, concurrent-safe, idempotent, and sandbox-proven.",sandbox_money_result;concurrency_idempotency_result;money_gate_checkpoint,CONNECTION_REGRESSION,APPLICABLE,Real adapters cannot bypass the proven authoritative money invariant.,money_boundary_result;scoped_regression_result,PRODUCTION_REGRESSION,APPLICABLE,The invariant passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SRC-DEV-01,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SRC-DEV-01,Cross-scope — ordinary-user vs operator Developer domain,"Ordinary users use one adaptive interface and never need Developer Mode for essential features, billing, provider connections, or normal operation. A separate operator-only Developer domain may exist and must be documented independently rather than erased as OUT_OF_SCOPE.",visible_local,web,L3,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved control states, focus, keyboard, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved basic local or manual function completes without claiming an external effect.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABILITY_REGRESSION,APPLICABLE,The proven local behavior remains correct across the durability changes that can affect it.,scoped_regression_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The proven behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The proven behavior remains correct when real adapters and external failures are present.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SRC-SEC-01,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SRC-SEC-01,App bootstrap/security — App access gate — App access gate,"Protected paid/API features must be usable through an explicit safe access/auth flow, never a hidden manual secret step.",backend_durable_security,web,L4,NOT_AT_THIS_DEPTH,N/A,real protected identity and secret infrastructure begins at L4,,NOT_AT_THIS_DEPTH,N/A,real protected identity and secret infrastructure begins at L4,,NOT_AT_THIS_DEPTH,N/A,real protected identity and secret infrastructure begins at L4,,DURABLE_SECURITY,APPLICABLE,"The approved protected identity, authorization, privacy, and secret boundary fails closed and persists correctly.",identity_privacy_security_result;persistence_result,MONEY_REGRESSION,APPLICABLE,Money operations preserve the proven identity and authorization boundary.,scoped_regression_result;money_boundary_result,CONNECTION_REGRESSION,APPLICABLE,"External adapters preserve the proven identity, authorization, privacy, and secret boundary.",secret_boundary_result;scoped_regression_result,PRODUCTION_REGRESSION,APPLICABLE,The security boundary passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SRC-VIS-01,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SRC-VIS-01,Right rail settings gear — Layout selector — Layout selector,Frozen visual authority permanently prohibits an `original`/alternate layout switch.,visible_local,web,L3,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved control states, focus, keyboard, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved basic local or manual function completes without claiming an external effect.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABILITY_REGRESSION,APPLICABLE,The proven local behavior remains correct across the durability changes that can affect it.,scoped_regression_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The proven behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The proven behavior remains correct when real adapters and external failures are present.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
USR-ACCOUNT-01,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#USR-ACCOUNT-01,Settings / account — Web account,Real web account/profile/session behavior.,visible_durable,web,L4,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved states, controls, focus, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved local or manual behavior works without claiming durable or external success.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABLE_FUNCTION,APPLICABLE,"Approved data and state save, reload, resume, migrate, and respect identity and privacy boundaries.",persistence_result;recovery_or_migration_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The durable behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The durable behavior remains correct through adapter failures and retries.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved durable behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
USR-ALLOW-01,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#USR-ALLOW-01,Settings / account — Managed free allowance,Give each user a server-enforced limited managed translation allowance; paid plans receive their approved allowance.,visible_money,web,L5,SURFACE,APPLICABLE,The approved money or allowance surface is reachable and does not claim a completed transaction.,route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved estimates, choices, confirmations, cancellations, and blocked states react honestly.",control_state_test;matching_deployment_identity,LOCAL_SIMULATION,APPLICABLE,A deterministic local or test-only flow demonstrates the interaction without mutating authoritative money or allowance state.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,NONAUTHORITATIVE_DURABLE_INTERFACE,APPLICABLE,"Identity and storage interfaces are durable, but authoritative allowance, credit, entitlement, and payment mutations remain disabled until L5.",persistence_result;authoritative_mutation_disabled_result;matching_deployment_identity,AUTHORITATIVE_MONEY,APPLICABLE,"Authoritative money, entitlement, credit, cap, receipt, and allowance behavior is fail-closed, bounded, idempotent, and sandbox-proven.",sandbox_money_result;concurrency_idempotency_result;money_gate_checkpoint;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,Real provider connections cannot bypass the proven money and allowance boundary.,scoped_regression_result;money_boundary_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved money or allowance behavior passes scoped production-candidate assertions without live-charge improvisation.,production_scoped_result;deployment_identity
USR-CREDIT-01,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#USR-CREDIT-01,Settings / account — Buy Credits,Add usable credits through a real payment flow.,visible_money,web,L5,SURFACE,APPLICABLE,The approved money or allowance surface is reachable and does not claim a completed transaction.,route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved estimates, choices, confirmations, cancellations, and blocked states react honestly.",control_state_test;matching_deployment_identity,LOCAL_SIMULATION,APPLICABLE,A deterministic local or test-only flow demonstrates the interaction without mutating authoritative money or allowance state.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,NONAUTHORITATIVE_DURABLE_INTERFACE,APPLICABLE,"Identity and storage interfaces are durable, but authoritative allowance, credit, entitlement, and payment mutations remain disabled until L5.",persistence_result;authoritative_mutation_disabled_result;matching_deployment_identity,AUTHORITATIVE_MONEY,APPLICABLE,"Authoritative money, entitlement, credit, cap, receipt, and allowance behavior is fail-closed, bounded, idempotent, and sandbox-proven.",sandbox_money_result;concurrency_idempotency_result;money_gate_checkpoint;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,Real provider connections cannot bypass the proven money and allowance boundary.,scoped_regression_result;money_boundary_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved money or allowance behavior passes scoped production-candidate assertions without live-charge improvisation.,production_scoped_result;deployment_identity
USR-DATA-01,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#USR-DATA-01,Settings / account — Export Data,Export complete restorable user data.,visible_durable,web,L4,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved states, controls, focus, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved local or manual behavior works without claiming durable or external success.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABLE_FUNCTION,APPLICABLE,"Approved data and state save, reload, resume, migrate, and respect identity and privacy boundaries.",persistence_result;recovery_or_migration_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The durable behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The durable behavior remains correct through adapter failures and retries.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved durable behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
USR-OPT-01,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#USR-OPT-01,Settings / account — Personal Optimization,"Analyze eligible conversations only when enabled, apply selected goals, and support safe rollback.",visible_durable,web,L4,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved states, controls, focus, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved local or manual behavior works without claiming durable or external success.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABLE_FUNCTION,APPLICABLE,"Approved data and state save, reload, resume, migrate, and respect identity and privacy boundaries.",persistence_result;recovery_or_migration_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The durable behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The durable behavior remains correct through adapter failures and retries.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved durable behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
USR-PLAN-01,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#USR-PLAN-01,Settings / account — Purchase plans,Use a real payment and entitlement flow.,visible_money,web,L5,SURFACE,APPLICABLE,The approved money or allowance surface is reachable and does not claim a completed transaction.,route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved estimates, choices, confirmations, cancellations, and blocked states react honestly.",control_state_test;matching_deployment_identity,LOCAL_SIMULATION,APPLICABLE,A deterministic local or test-only flow demonstrates the interaction without mutating authoritative money or allowance state.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,NONAUTHORITATIVE_DURABLE_INTERFACE,APPLICABLE,"Identity and storage interfaces are durable, but authoritative allowance, credit, entitlement, and payment mutations remain disabled until L5.",persistence_result;authoritative_mutation_disabled_result;matching_deployment_identity,AUTHORITATIVE_MONEY,APPLICABLE,"Authoritative money, entitlement, credit, cap, receipt, and allowance behavior is fail-closed, bounded, idempotent, and sandbox-proven.",sandbox_money_result;concurrency_idempotency_result;money_gate_checkpoint;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,Real provider connections cannot bypass the proven money and allowance boundary.,scoped_regression_result;money_boundary_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved money or allowance behavior passes scoped production-candidate assertions without live-charge improvisation.,production_scoped_result;deployment_identity
